path,dataset,method,label
C:\Users\Dani\Downloads\diploma_structure\deepfake-detection-system\data\raw\celebdf\Celeb-synthesis\id17_id16_0007.mp4,celebdf,Celeb-synthesis,fake
C:\Users\Dani\Downloads\diploma_structure\deepfake-detection-system\data\raw\celebdf\Celeb-synthesis\id2_id23_0003.mp4,celebdf,Celeb-synthesis,fake
C:\Users\Dani\Downloads\diploma_structure\deepfake-detection-system\data\raw\celebdf\Celeb-real\id9_0007.mp4,celebdf,Celeb-real,real
C:\Users\Dani\Downloads\diploma_structure\deepfake-detection-system\data\raw\celebdf\Celeb-synthesis\id9_id2_0002.mp4,celebdf,Celeb-synthesis,fake
C:\Users\Dani\Downloads\diploma_structure\deepfake-detection-system\data\raw\celebdf\Celeb-synthesis\id19_id27_0004.mp4,celebdf,Celeb-synthesis,fake
C:\Users\Dani\Downloads\diploma_structure\deepfake-detection-system\data\raw\celebdf\Celeb-synthesis\id3_id23_0009.mp4,celebdf,Celeb-synthesis,fake
C:\Users\Dani\Downloads\diploma_structure\deepfake-detection-system\data\raw\celebdf\Celeb-real\id57_0005.mp4,celebdf,Celeb-real,real
C:\Users\Dani\Downloads\diploma_structure\deepfake-detection-system\data\raw\faceforensics\manipulated_sequences\FaceSwap\c23\videos\183_253.mp4,faceforensics,FaceSwap,fake
C:\Users\Dani\Downloads\diploma_structure\deepfake-detection-system\data\raw\celebdf\YouTube-real\00111.mp4,celebdf,YouTube-real,real
C:\Users\Dani\Downloads\diploma_structure\deepfake-detection-system\data\raw\celebdf\Celeb-synthesis\id45_id46_0003.mp4,celebdf,Celeb-synthesis,fake
C:\Users\Dani\Downloads\diploma_structure\deepfake-detection-system\data\raw\faceforensics\manipulated_sequences\Face2Face\c23\videos\654_648.mp4,faceforensics,Face2Face,fake
C:\Users\Dani\Downloads\diploma_structure\deepfake-detection-system\data\raw\celebdf\Celeb-synthesis\id28_id35_0004.mp4,celebdf,Celeb-synthesis,fake
C:\Users\Dani\Downloads\diploma_structure\deepfake-detection-system\data\raw\celebdf\Celeb-real\id39_0003.mp4,celebdf,Celeb-real,real
C:\Users\Dani\Downloads\diploma_structure\deepfake-detection-system\data\raw\celebdf\Celeb-synthesis\id6_id21_0001.mp4,celebdf,Celeb-synthesis,fake
C:\Users\Dani\Downloads\diploma_structure\deepfake-detection-system\data\raw\celebdf\Celeb-synthesis\id19_id22_0009.mp4,celebdf,Celeb-synthesis,fake
C:\Users\Dani\Downloads\diploma_structure\deepfake-detection-system\data\raw\celebdf\Celeb-real\id22_0001.mp4,celebdf,Celeb-real,real
C:\Users\Dani\Downloads\diploma_structure\deepfake-detection-system\data\raw\celebdf\Celeb-synthesis\id19_id20_0006.mp4,celebdf,Celeb-synthesis,fake
C:\Users\Dani\Downloads\diploma_structure\deepfake-detection-system\data\raw\celebdf\Celeb-synthesis\id56_id54_0005.mp4,celebdf,Celeb-synthesis,fake
C:\Users\Dani\Downloads\diploma_structure\deepfake-detection-system\data\raw\dfdc\dfdctrain\real-xtpeyyltfi-1.mp4,dfdc,dfdc,real
C:\Users\Dani\Downloads\diploma_structure\deepfake-detection-system\data\raw\faceforensics\manipulated_sequences\FaceSwap\c23\videos\920_811.mp4,faceforensics,FaceSwap,fake
C:\Users\Dani\Downloads\diploma_structure\deepfake-detection-system\data\raw\celebdf\Celeb-synthesis\id24_id20_0007.mp4,celebdf,Celeb-synthesis,fake
C:\Users\Dani\Downloads\diploma_structure\deepfake-detection-system\data\raw\celebdf\Celeb-synthesis\id31_id3_0005.mp4,celebdf,Celeb-synthesis,fake
C:\Users\Dani\Downloads\diploma_structure\deepfake-detection-system\data\raw\celebdf\Celeb-real\id46_0009.mp4,celebdf,Celeb-real,real
C:\Users\Dani\Downloads\diploma_structure\deepfake-detection-system\data\raw\celebdf\Celeb-synthesis\id26_id3_0004.mp4,celebdf,Celeb-synthesis,fake
C:\Users\Dani\Downloads\diploma_structure\deepfake-detection-system\data\raw\celebdf\YouTube-real\00160.mp4,celebdf,YouTube-real,real
C:\Users\Dani\Downloads\diploma_structure\deepfake-detection-system\data\raw\faceforensics\manipulated_sequences\NeuralTextures\c23\videos\481_469.mp4,faceforensics,NeuralTextures,fake
C:\Users\Dani\Downloads\diploma_structure\deepfake-detection-system\data\raw\celebdf\Celeb-real\id12_0000.mp4,celebdf,Celeb-real,real
C:\Users\Dani\Downloads\diploma_structure\deepfake-detection-system\data\raw\celebdf\Celeb-synthesis\id38_id35_0000.mp4,celebdf,Celeb-synthesis,fake
C:\Users\Dani\Downloads\diploma_structure\deepfake-detection-system\data\raw\celebdf\YouTube-real\00225.mp4,celebdf,YouTube-real,real
C:\Users\Dani\Downloads\diploma_structure\deepfake-detection-system\data\raw\celebdf\Celeb-real\id8_0004.mp4,celebdf,Celeb-real,real
C:\Users\Dani\Downloads\diploma_structure\deepfake-detection-system\data\raw\celebdf\Celeb-synthesis\id54_id53_0006.mp4,celebdf,Celeb-synthesis,fake
C:\Users\Dani\Downloads\diploma_structure\deepfake-detection-system\data\raw\celebdf\Celeb-synthesis\id30_id31_0004.mp4,celebdf,Celeb-synthesis,fake
C:\Users\Dani\Downloads\diploma_structure\deepfake-detection-system\data\raw\celebdf\YouTube-real\00293.mp4,celebdf,YouTube-real,real
C:\Users\Dani\Downloads\diploma_structure\deepfake-detection-system\data\raw\faceforensics\manipulated_sequences\FaceSwap\c23\videos\392_339.mp4,faceforensics,FaceSwap,fake
C:\Users\Dani\Downloads\diploma_structure\deepfake-detection-system\data\raw\faceforensics\manipulated_sequences\FaceSwap\c23\videos\644_657.mp4,faceforensics,FaceSwap,fake
C:\Users\Dani\Downloads\diploma_structure\deepfake-detection-system\data\raw\faceforensics\manipulated_sequences\FaceSwap\c23\videos\159_175.mp4,faceforensics,FaceSwap,fake
C:\Users\Dani\Downloads\diploma_structure\deepfake-detection-system\data\raw\celebdf\YouTube-real\00070.mp4,celebdf,YouTube-real,real
C:\Users\Dani\Downloads\diploma_structure\deepfake-detection-system\data\raw\celebdf\Celeb-synthesis\id31_id6_0008.mp4,celebdf,Celeb-synthesis,fake
C:\Users\Dani\Downloads\diploma_structure\deepfake-detection-system\data\raw\faceforensics\manipulated_sequences\NeuralTextures\c23\videos\942_943.mp4,faceforensics,NeuralTextures,fake
C:\Users\Dani\Downloads\diploma_structure\deepfake-detection-system\data\raw\celebdf\Celeb-real\id4_0001.mp4,celebdf,Celeb-real,real
C:\Users\Dani\Downloads\diploma_structure\deepfake-detection-system\data\raw\celebdf\Celeb-synthesis\id28_id24_0003.mp4,celebdf,Celeb-synthesis,fake
C:\Users\Dani\Downloads\diploma_structure\deepfake-detection-system\data\raw\celebdf\Celeb-synthesis\id30_id23_0008.mp4,celebdf,Celeb-synthesis,fake
C:\Users\Dani\Downloads\diploma_structure\deepfake-detection-system\data\raw\celebdf\Celeb-real\id59_0003.mp4,celebdf,Celeb-real,real
C:\Users\Dani\Downloads\diploma_structure\deepfake-detection-system\data\raw\dfdc\dfdctrain\fake-mzijagvmmz-1.mp4,dfdc,dfdc,fake
C:\Users\Dani\Downloads\diploma_structure\deepfake-detection-system\data\raw\dfdc\dfdctrain\fake-kbgdtsrfme-0.mp4,dfdc,dfdc,fake
C:\Users\Dani\Downloads\diploma_structure\deepfake-detection-system\data\raw\celebdf\Celeb-real\id40_0002.mp4,celebdf,Celeb-real,real
C:\Users\Dani\Downloads\diploma_structure\deepfake-detection-system\data\raw\celebdf\Celeb-real\id55_0008.mp4,celebdf,Celeb-real,real
C:\Users\Dani\Downloads\diploma_structure\deepfake-detection-system\data\raw\celebdf\Celeb-synthesis\id2_id9_0001.mp4,celebdf,Celeb-synthesis,fake
C:\Users\Dani\Downloads\diploma_structure\deepfake-detection-system\data\raw\faceforensics\manipulated_sequences\NeuralTextures\c23\videos\253_183.mp4,faceforensics,NeuralTextures,fake
C:\Users\Dani\Downloads\diploma_structure\deepfake-detection-system\data\raw\faceforensics\original_sequences\youtube\c23\videos\392.mp4,faceforensics,original,real
C:\Users\Dani\Downloads\diploma_structure\deepfake-detection-system\data\raw\celebdf\YouTube-real\00094.mp4,celebdf,YouTube-real,real
C:\Users\Dani\Downloads\diploma_structure\deepfake-detection-system\data\raw\celebdf\Celeb-real\id4_0009.mp4,celebdf,Celeb-real,real
C:\Users\Dani\Downloads\diploma_structure\deepfake-detection-system\data\raw\celebdf\Celeb-real\id57_0008.mp4,celebdf,Celeb-real,real
C:\Users\Dani\Downloads\diploma_structure\deepfake-detection-system\data\raw\celebdf\YouTube-real\00145.mp4,celebdf,YouTube-real,real
C:\Users\Dani\Downloads\diploma_structure\deepfake-detection-system\data\raw\celebdf\Celeb-synthesis\id21_id20_0007.mp4,celebdf,Celeb-synthesis,fake
C:\Users\Dani\Downloads\diploma_structure\deepfake-detection-system\data\raw\celebdf\Celeb-synthesis\id26_id22_0005.mp4,celebdf,Celeb-synthesis,fake
C:\Users\Dani\Downloads\diploma_structure\deepfake-detection-system\data\raw\celebdf\Celeb-synthesis\id58_id53_0005.mp4,celebdf,Celeb-synthesis,fake
C:\Users\Dani\Downloads\diploma_structure\deepfake-detection-system\data\raw\celebdf\Celeb-real\id41_0006.mp4,celebdf,Celeb-real,real
C:\Users\Dani\Downloads\diploma_structure\deepfake-detection-system\data\raw\dfdc\dfdctrain\fake-jfecpdvglu-1.mp4,dfdc,dfdc,fake
C:\Users\Dani\Downloads\diploma_structure\deepfake-detection-system\data\raw\faceforensics\manipulated_sequences\Deepfakes\c23\videos\339_392.mp4,faceforensics,Deepfakes,fake
C:\Users\Dani\Downloads\diploma_structure\deepfake-detection-system\data\raw\celebdf\Celeb-real\id2_0004.mp4,celebdf,Celeb-real,real
C:\Users\Dani\Downloads\diploma_structure\deepfake-detection-system\data\raw\celebdf\YouTube-real\00286.mp4,celebdf,YouTube-real,real
C:\Users\Dani\Downloads\diploma_structure\deepfake-detection-system\data\raw\celebdf\Celeb-synthesis\id34_id32_0004.mp4,celebdf,Celeb-synthesis,fake
C:\Users\Dani\Downloads\diploma_structure\deepfake-detection-system\data\raw\celebdf\Celeb-synthesis\id1_id20_0009.mp4,celebdf,Celeb-synthesis,fake
C:\Users\Dani\Downloads\diploma_structure\deepfake-detection-system\data\raw\celebdf\YouTube-real\00273.mp4,celebdf,YouTube-real,real
C:\Users\Dani\Downloads\diploma_structure\deepfake-detection-system\data\raw\dfdc\dfdctrain\fake-hfdkskwrwk-1.mp4,dfdc,dfdc,fake
C:\Users\Dani\Downloads\diploma_structure\deepfake-detection-system\data\raw\celebdf\Celeb-synthesis\id45_id41_0000.mp4,celebdf,Celeb-synthesis,fake
C:\Users\Dani\Downloads\diploma_structure\deepfake-detection-system\data\raw\celebdf\Celeb-synthesis\id31_id38_0007.mp4,celebdf,Celeb-synthesis,fake
C:\Users\Dani\Downloads\diploma_structure\deepfake-detection-system\data\raw\dfdc\dfdctrain\fake-hyimplklmb-1.mp4,dfdc,dfdc,fake
C:\Users\Dani\Downloads\diploma_structure\deepfake-detection-system\data\raw\celebdf\Celeb-synthesis\id50_id49_0009.mp4,celebdf,Celeb-synthesis,fake
C:\Users\Dani\Downloads\diploma_structure\deepfake-detection-system\data\raw\faceforensics\original_sequences\youtube\c23\videos\980.mp4,faceforensics,original,real
C:\Users\Dani\Downloads\diploma_structure\deepfake-detection-system\data\raw\celebdf\Celeb-synthesis\id17_id28_0009.mp4,celebdf,Celeb-synthesis,fake
C:\Users\Dani\Downloads\diploma_structure\deepfake-detection-system\data\raw\celebdf\Celeb-synthesis\id28_id6_0002.mp4,celebdf,Celeb-synthesis,fake
C:\Users\Dani\Downloads\diploma_structure\deepfake-detection-system\data\raw\dfdc\dfdctrain\real-klisuzrptl-0.mp4,dfdc,dfdc,real
C:\Users\Dani\Downloads\diploma_structure\deepfake-detection-system\data\raw\celebdf\YouTube-real\00263.mp4,celebdf,YouTube-real,real
C:\Users\Dani\Downloads\diploma_structure\deepfake-detection-system\data\raw\celebdf\Celeb-real\id48_0000.mp4,celebdf,Celeb-real,real
C:\Users\Dani\Downloads\diploma_structure\deepfake-detection-system\data\raw\celebdf\Celeb-synthesis\id29_id32_0000.mp4,celebdf,Celeb-synthesis,fake
C:\Users\Dani\Downloads\diploma_structure\deepfake-detection-system\data\raw\celebdf\Celeb-real\id38_0008.mp4,celebdf,Celeb-real,real
C:\Users\Dani\Downloads\diploma_structure\deepfake-detection-system\data\raw\celebdf\Celeb-synthesis\id51_id53_0001.mp4,celebdf,Celeb-synthesis,fake
C:\Users\Dani\Downloads\diploma_structure\deepfake-detection-system\data\raw\celebdf\Celeb-real\id44_0004.mp4,celebdf,Celeb-real,real
C:\Users\Dani\Downloads\diploma_structure\deepfake-detection-system\data\raw\celebdf\Celeb-synthesis\id42_id46_0001.mp4,celebdf,Celeb-synthesis,fake
C:\Users\Dani\Downloads\diploma_structure\deepfake-detection-system\data\raw\celebdf\Celeb-synthesis\id27_id23_0007.mp4,celebdf,Celeb-synthesis,fake
C:\Users\Dani\Downloads\diploma_structure\deepfake-detection-system\data\raw\celebdf\Celeb-real\id4_0000.mp4,celebdf,Celeb-real,real
C:\Users\Dani\Downloads\diploma_structure\deepfake-detection-system\data\raw\celebdf\YouTube-real\00279.mp4,celebdf,YouTube-real,real
C:\Users\Dani\Downloads\diploma_structure\deepfake-detection-system\data\raw\celebdf\Celeb-real\id40_0008.mp4,celebdf,Celeb-real,real
C:\Users\Dani\Downloads\diploma_structure\deepfake-detection-system\data\raw\celebdf\YouTube-real\00181.mp4,celebdf,YouTube-real,real
C:\Users\Dani\Downloads\diploma_structure\deepfake-detection-system\data\raw\celebdf\Celeb-synthesis\id2_id0_0006.mp4,celebdf,Celeb-synthesis,fake
C:\Users\Dani\Downloads\diploma_structure\deepfake-detection-system\data\raw\celebdf\Celeb-synthesis\id46_id48_0004.mp4,celebdf,Celeb-synthesis,fake
C:\Users\Dani\Downloads\diploma_structure\deepfake-detection-system\data\raw\celebdf\YouTube-real\00239.mp4,celebdf,YouTube-real,real
C:\Users\Dani\Downloads\diploma_structure\deepfake-detection-system\data\raw\celebdf\Celeb-synthesis\id60_id5_0003.mp4,celebdf,Celeb-synthesis,fake
C:\Users\Dani\Downloads\diploma_structure\deepfake-detection-system\data\raw\celebdf\Celeb-synthesis\id23_id2_0000.mp4,celebdf,Celeb-synthesis,fake
C:\Users\Dani\Downloads\diploma_structure\deepfake-detection-system\data\raw\celebdf\Celeb-real\id13_0013.mp4,celebdf,Celeb-real,real
C:\Users\Dani\Downloads\diploma_structure\deepfake-detection-system\data\raw\celebdf\Celeb-real\id7_0009.mp4,celebdf,Celeb-real,real
C:\Users\Dani\Downloads\diploma_structure\deepfake-detection-system\data\raw\celebdf\YouTube-real\00182.mp4,celebdf,YouTube-real,real
C:\Users\Dani\Downloads\diploma_structure\deepfake-detection-system\data\raw\celebdf\Celeb-synthesis\id34_id30_0000.mp4,celebdf,Celeb-synthesis,fake
C:\Users\Dani\Downloads\diploma_structure\deepfake-detection-system\data\raw\celebdf\YouTube-real\00038.mp4,celebdf,YouTube-real,real
C:\Users\Dani\Downloads\diploma_structure\deepfake-detection-system\data\raw\celebdf\Celeb-real\id5_0004.mp4,celebdf,Celeb-real,real
C:\Users\Dani\Downloads\diploma_structure\deepfake-detection-system\data\raw\celebdf\Celeb-synthesis\id38_id37_0007.mp4,celebdf,Celeb-synthesis,fake
C:\Users\Dani\Downloads\diploma_structure\deepfake-detection-system\data\raw\celebdf\YouTube-real\00051.mp4,celebdf,YouTube-real,real
C:\Users\Dani\Downloads\diploma_structure\deepfake-detection-system\data\raw\celebdf\Celeb-real\id16_0012.mp4,celebdf,Celeb-real,real
C:\Users\Dani\Downloads\diploma_structure\deepfake-detection-system\data\raw\faceforensics\manipulated_sequences\Deepfakes\c23\videos\055_147.mp4,faceforensics,Deepfakes,fake
C:\Users\Dani\Downloads\diploma_structure\deepfake-detection-system\data\raw\celebdf\Celeb-real\id36_0002.mp4,celebdf,Celeb-real,real
C:\Users\Dani\Downloads\diploma_structure\deepfake-detection-system\data\raw\celebdf\Celeb-synthesis\id52_id53_0009.mp4,celebdf,Celeb-synthesis,fake
C:\Users\Dani\Downloads\diploma_structure\deepfake-detection-system\data\raw\celebdf\Celeb-real\id53_0005.mp4,celebdf,Celeb-real,real
C:\Users\Dani\Downloads\diploma_structure\deepfake-detection-system\data\raw\dfdc\dfdctrain\fake-bmhztsvskg-1.mp4,dfdc,dfdc,fake
C:\Users\Dani\Downloads\diploma_structure\deepfake-detection-system\data\raw\celebdf\Celeb-real\id42_0001.mp4,celebdf,Celeb-real,real
C:\Users\Dani\Downloads\diploma_structure\deepfake-detection-system\data\raw\dfdc\dfdctrain\fake-rrtdgbxwul-1.mp4,dfdc,dfdc,fake
C:\Users\Dani\Downloads\diploma_structure\deepfake-detection-system\data\raw\celebdf\Celeb-synthesis\id22_id25_0002.mp4,celebdf,Celeb-synthesis,fake
C:\Users\Dani\Downloads\diploma_structure\deepfake-detection-system\data\raw\celebdf\Celeb-synthesis\id38_id34_0002.mp4,celebdf,Celeb-synthesis,fake
C:\Users\Dani\Downloads\diploma_structure\deepfake-detection-system\data\raw\faceforensics\manipulated_sequences\Deepfakes\c23\videos\183_253.mp4,faceforensics,Deepfakes,fake
C:\Users\Dani\Downloads\diploma_structure\deepfake-detection-system\data\raw\celebdf\Celeb-real\id27_0006.mp4,celebdf,Celeb-real,real
C:\Users\Dani\Downloads\diploma_structure\deepfake-detection-system\data\raw\celebdf\Celeb-synthesis\id31_id2_0009.mp4,celebdf,Celeb-synthesis,fake
C:\Users\Dani\Downloads\diploma_structure\deepfake-detection-system\data\raw\celebdf\YouTube-real\00154.mp4,celebdf,YouTube-real,real
C:\Users\Dani\Downloads\diploma_structure\deepfake-detection-system\data\raw\celebdf\Celeb-synthesis\id23_id29_0002.mp4,celebdf,Celeb-synthesis,fake
C:\Users\Dani\Downloads\diploma_structure\deepfake-detection-system\data\raw\celebdf\Celeb-synthesis\id20_id32_0003.mp4,celebdf,Celeb-synthesis,fake
C:\Users\Dani\Downloads\diploma_structure\deepfake-detection-system\data\raw\faceforensics\manipulated_sequences\NeuralTextures\c23\videos\183_253.mp4,faceforensics,NeuralTextures,fake
C:\Users\Dani\Downloads\diploma_structure\deepfake-detection-system\data\raw\faceforensics\manipulated_sequences\Deepfakes\c23\videos\986_994.mp4,faceforensics,Deepfakes,fake
C:\Users\Dani\Downloads\diploma_structure\deepfake-detection-system\data\raw\faceforensics\manipulated_sequences\Deepfakes\c23\videos\175_159.mp4,faceforensics,Deepfakes,fake
C:\Users\Dani\Downloads\diploma_structure\deepfake-detection-system\data\raw\celebdf\Celeb-synthesis\id23_id0_0003.mp4,celebdf,Celeb-synthesis,fake
C:\Users\Dani\Downloads\diploma_structure\deepfake-detection-system\data\raw\celebdf\Celeb-real\id61_0005.mp4,celebdf,Celeb-real,real
C:\Users\Dani\Downloads\diploma_structure\deepfake-detection-system\data\raw\celebdf\YouTube-real\00130.mp4,celebdf,YouTube-real,real
C:\Users\Dani\Downloads\diploma_structure\deepfake-detection-system\data\raw\celebdf\Celeb-synthesis\id4_id3_0002.mp4,celebdf,Celeb-synthesis,fake
C:\Users\Dani\Downloads\diploma_structure\deepfake-detection-system\data\raw\celebdf\Celeb-synthesis\id19_id23_0000.mp4,celebdf,Celeb-synthesis,fake
C:\Users\Dani\Downloads\diploma_structure\deepfake-detection-system\data\raw\celebdf\Celeb-real\id12_0006.mp4,celebdf,Celeb-real,real
C:\Users\Dani\Downloads\diploma_structure\deepfake-detection-system\data\raw\celebdf\Celeb-real\id30_0008.mp4,celebdf,Celeb-real,real
C:\Users\Dani\Downloads\diploma_structure\deepfake-detection-system\data\raw\celebdf\Celeb-synthesis\id35_id33_0007.mp4,celebdf,Celeb-synthesis,fake
C:\Users\Dani\Downloads\diploma_structure\deepfake-detection-system\data\raw\celebdf\YouTube-real\00007.mp4,celebdf,YouTube-real,real
C:\Users\Dani\Downloads\diploma_structure\deepfake-detection-system\data\raw\dfdc\dfdctrain\fake-liwjjdhggc-0.mp4,dfdc,dfdc,fake
C:\Users\Dani\Downloads\diploma_structure\deepfake-detection-system\data\raw\celebdf\YouTube-real\00037.mp4,celebdf,YouTube-real,real
C:\Users\Dani\Downloads\diploma_structure\deepfake-detection-system\data\raw\celebdf\Celeb-real\id40_0005.mp4,celebdf,Celeb-real,real
C:\Users\Dani\Downloads\diploma_structure\deepfake-detection-system\data\raw\celebdf\YouTube-real\00187.mp4,celebdf,YouTube-real,real
C:\Users\Dani\Downloads\diploma_structure\deepfake-detection-system\data\raw\celebdf\Celeb-real\id5_0000.mp4,celebdf,Celeb-real,real
C:\Users\Dani\Downloads\diploma_structure\deepfake-detection-system\data\raw\celebdf\YouTube-real\00005.mp4,celebdf,YouTube-real,real
C:\Users\Dani\Downloads\diploma_structure\deepfake-detection-system\data\raw\celebdf\YouTube-real\00265.mp4,celebdf,YouTube-real,real
